,X,Y,Y_hat,mAE,mSE
0,0.0,0.0,0.4997324800389776,0.0,0.0
1,0.1,0.09983341664682815,0.4971988307908353,0.08983341664682816,0.008070042746442622
2,0.2,0.19866933079506122,0.4946904969284674,0.17866933079506123,0.03192272976675501
3,0.30000000000000004,0.2955202066613396,0.49223254089468166,0.2655202066613396,0.07050098014548048
4,0.4,0.3894183423086505,0.4898495217736754,0.34941834230865054,0.12209317794172529
5,0.5,0.479425538604203,0.48756524990478445,0.429425538604203,0.18440629320550986
6,0.6000000000000001,0.5646424733950355,0.48540254897744284,0.5046424733950354,0.254664025954259
7,0.7000000000000001,0.6442176872376911,0.48338302798442256,0.5742176872376912,0.3297259523366029
8,0.8,0.7173560908995228,0.4815268653119211,0.6373560908995228,0.4062227866067208
9,0.9,0.7833269096274834,0.47985260712379635,0.6933269096274834,0.4807022036135966
10,1.0,0.8414709848078965,0.47837698205442775,0.7414709848078965,0.549779221311992
11,1.1,0.8912073600614354,0.47711473406173166,0.7812073600614354,0.6102849394141572
12,1.2000000000000002,0.9320390859672264,0.4760784751104074,0.8120390859672264,0.6594074771384885
13,1.3,0.963558185417193,0.47527855915735495,0.833558185417193,0.6948192484760034
14,1.4000000000000001,0.9854497299884603,0.47472297869836017,0.8454497299884602,0.7147852459375603
15,1.5,0.9974949866040544,0.4744172849097188,0.8474949866040544,0.7182477523190064
16,1.6,0.9995736030415051,0.474364532182718,0.8395736030415051,0.7048838349240948
17,1.7000000000000002,0.9916648104524686,0.4745652476051683,0.8216648104524685,0.6751330607358911
18,1.8,0.9738476308781951,0.4750174256949163,0.7938476308781952,0.6301940610509232
19,1.9000000000000001,0.9463000876874145,0.4757165484379593,0.7563000876874144,0.5719898226359907
20,2.0,0.9092974268256817,0.47665563043094816,0.7092974268256818,0.5031028397015334
21,2.1,0.8632093666488737,0.4778252886770282,0.6532093666488736,0.4266824766778226
22,2.2,0.8084964038195901,0.47921383633764214,0.5884964038195901,0.3463280173085901
23,2.3000000000000003,0.74570521217672,0.480807399503558,0.51570521217672,0.26595186586623587
24,2.4000000000000004,0.6754631805511506,0.4825900558183839,0.4354631805511506,0.18962818161572395
25,2.5,0.5984721441039564,0.48454399356948985,0.34847214410395644,0.12143283521640859
26,2.6,0.5155013718214642,0.4866496896567528,0.25550137182146415,0.06528095100265008
27,2.7,0.4273798802338298,0.4888861046609194,0.15737988023382976,0.0247684267024146
28,2.8000000000000003,0.33498815015590466,0.4912308930625286,0.054988150155904636,0.003023696657568315
29,2.9000000000000004,0.23924932921398198,0.49366062651095544,0.050750670786018054,0.0025756305852307863
30,3.0,0.1411200080598672,0.4961510279127463,0.15887999194013278,0.025242851838896657
31,3.1,0.04158066243329049,0.49867721400031184,0.2684193375667095,0.07204894077975114
32,3.2,-0.058374143427580086,0.5012139439573111,0.3783741434275801,0.14316699241455494
33,3.3000000000000003,-0.15774569414324865,0.5037358716165453,0.48774569414324864,0.23789586215527944
34,3.4000000000000004,-0.25554110202683167,0.5062177987104818,0.5955411020268317,0.3546692042033332
35,3.5,-0.35078322768961984,0.5086349266440138,0.7007832276896198,0.4910971322110814
36,3.6,-0.44252044329485246,0.510963104273826,0.8025204432948525,0.6440390619061666
37,3.7,-0.5298361409084934,0.5131790692186343,0.8998361409084934,0.8097050804850899
38,3.8000000000000003,-0.6118578909427193,0.515260680289211,0.9918578909427193,0.9837820758253392
39,3.9000000000000004,-0.6877661591839741,0.5171871387158279,1.077766159183974,1.161579893882175
40,4.0,-0.7568024953079282,0.5189391959626888,1.1568024953079283,1.3381920131506495
41,4.1000000000000005,-0.8182771110644108,0.5204993460529361,1.2282771110644108,1.508664661564735
42,4.2,-0.8715757724135882,0.5218520004825852,1.2915757724135881,1.6681679758857568
43,4.3,-0.9161659367494549,0.5229836439757031,1.346165936749455,1.8121627292645375
44,4.4,-0.9516020738895161,0.5238829695245781,1.391602073889516,1.9365563320536021
45,4.5,-0.977530117665097,0.5245409913656035,1.427530117665097,2.0378422368409255
46,4.6000000000000005,-0.9936910036334645,0.5249511347620568,1.4536910036334647,2.11321753404487
47,4.7,-0.9999232575641008,0.525109301696696,1.4699232575641008,2.1606743831278576
48,4.800000000000001,-0.9961646088358406,0.5250139118177932,1.4761646088358407,2.1790619523794703
49,4.9,-0.9824526126243325,0.5246659182294868,1.4724526126243325,2.1681166964242227
50,5.0,-0.9589242746631385,0.5240687979686798,1.4589242746631386,2.128460039201365
51,5.1000000000000005,-0.9258146823277321,0.5232285172636363,1.4358146823277322,2.061563801987887
52,5.2,-0.8834546557201531,0.5221534719214013,1.4034546557201533,1.9696849706625739
53,5.300000000000001,-0.8322674422239008,0.5208544034396716,1.3622674422239007,1.8557725841432486
54,5.4,-0.7727644875559871,0.5193442916813018,1.3127644875559872,1.7233505997881335
55,5.5,-0.7055403255703919,0.517638225183805,1.2555403255703919,1.5763815091334057
56,5.6000000000000005,-0.6312666378723208,0.5157532503996735,1.191266637872321,1.4191162025076234
57,5.7,-0.5506855425976376,0.5137082013738604,1.1206855425976376,1.2559360853873616
58,5.800000000000001,-0.4646021794137566,0.5115235115602285,1.0446021794137565,1.09119371323597
59,5.9,-0.373876664830236,0.509221009657233,0.9638766648302362,0.9290582250042594
60,6.0,-0.27941549819892586,0.5068237015027829,0.8794154981989258,0.7733716184724649
61,6.1000000000000005,-0.18216250427209502,0.5043555402075125,0.7921625042720951,0.6275214331746372
62,6.2,-0.0830894028174964,0.5018411868232188,0.7030894028174964,0.49433470835426374
63,6.300000000000001,0.0168139004843506,0.49930576393778253,0.6131860995156495,0.375997192639216
64,6.4,0.11654920485049364,0.4967746046585759,0.5234507951495064,0.27400073494265054
65,6.5,0.21511998808781552,0.4942729994924267,0.4348800119121845,0.18912062476074173
66,6.6000000000000005,0.3115413635133787,0.4918259436512342,0.34845863648662134,0.12142342134211531
67,6.7,0.4048499206165983,0.48945788730807466,0.26515007938340174,0.07030456459702425
68,6.800000000000001,0.49411335113860894,0.48719249129915343,0.1858866488613911,0.03455384622491812
69,6.9,0.5784397643882001,0.4850523907125514,0.11156023561179995,0.012445686169760318
70,7.0,0.6569865987187891,0.4830589687259067,0.043013401281210895,0.001850152689778475
71,7.1000000000000005,0.7289690401258765,0.48123214295277206,0.018969040125876413,0.00035982448329710943
72,7.2,0.7936678638491531,0.47959016643240443,0.07366786384915314,0.005426954164097364
73,7.300000000000001,0.8504366206285648,0.47814944525143005,0.12043662062856475,0.014504979588428828
74,7.4,0.8987080958116269,0.4769243746196501,0.15870809581162693,0.02518825967615255
75,7.5,0.9379999767747389,0.47592719503786274,0.1879999767747389,0.035343991267302366
76,7.6000000000000005,0.9679196720314865,0.4751678699948255,0.20791967203148654,0.043230590017680925
77,7.7,0.9881682338770004,0.474653986415369,0.21816823387700035,0.04759737827300952
78,7.800000000000001,0.998543345374605,0.4743906788543517,0.21854334537460496,0.04776119380752387
79,7.9,0.998941341839772,0.47438057819388546,0.20894134183977198,0.04365648432980445
80,8.0,0.9893582466233818,0.47462378535643085,0.18935824662338174,0.035856545564281465
81,8.1,0.9698898108450863,0.4751178702964132,0.15988981084508636,0.025564751612077493
82,8.200000000000001,0.9407305566797726,0.4758578962804351,0.1207305566797725,0.01457586731620776
83,8.3,0.9021718337562933,0.4768364692134842,0.07217183375629321,0.0052087735877460245
84,8.4,0.8545989080882805,0.4780438115182867,0.01459890808828046,0.00021312811737006065
85,8.5,0.7984871126234903,0.4794678598296273,0.05151288737650972,0.0026535775658649745
86,8.6,0.7343970978741133,0.4810943855275069,0.12560290212588665,0.01577608902244506
87,8.700000000000001,0.662969230082182,0.4829071369048102,0.2070307699178181,0.042861739692764536
88,8.8,0.5849171928917617,0.4848880015489911,0.2950828071082384,0.08707386305087784
89,8.9,0.5010208564578846,0.4870171873153117,0.3889791435421154,0.1513047741107576
90,9.0,0.4121184852417566,0.48927342008341024,0.48788151475824343,0.2380283724427981
91,9.1,0.3190983623493521,0.49163415632127927,0.5909016376506477,0.3491647453782174
92,9.200000000000001,0.22288991410024592,0.49407580833278564,0.6971100858997542,0.4859624718631627
93,9.3,0.1244544235070617,0.4965739799381332,0.8055455764929383,0.6489036758073404
94,9.4,0.024775425453357765,0.49910371023242706,0.9152245745466423,0.8376360218540824
95,9.5,-0.0751511204618093,0.5016397229867843,1.0251511204618093,1.050934819784103
96,9.600000000000001,-0.1743267812229814,0.5041566792000578,1.1343267812229816,1.28669724659969
97,9.700000000000001,-0.2717606264109442,0.5066294302777595,1.2417606264109442,1.5419694533045005
98,9.8,-0.3664791292519284,0.509033269308504,1.3464791292519285,1.8130060455110315
99,9.9,-0.45753589377532133,0.5113441779272996,1.4475358937753213,2.0953601637679182
100,0.0,1.0,0.40250532533336825,1.0,1.0
101,0.1,0.9950041652780258,0.4029474466196359,0.9850041652780258,0.9702332056150604
102,0.2,0.9800665778412416,0.40426939294869235,0.9600665778412416,0.9217278338877928
103,0.30000000000000004,0.955336489125606,0.40645795586979505,0.925336489125606,0.8562476181073027
104,0.4,0.9210609940028851,0.409491267985679,0.8810609940028851,0.7762684751533518
105,0.5,0.8775825618903728,0.41333902144436196,0.8275825618903727,0.6848928967450326
106,0.6000000000000001,0.8253356149096782,0.41796277076518307,0.7653356149096782,0.5857386034491752
107,0.7000000000000001,0.7648421872844884,0.42331631697333694,0.6948421872844883,0.48280566523029195
108,0.8,0.6967067093471654,0.42934616920475877,0.6167067093471654,0.38032716535380917
109,0.9,0.6216099682706644,0.43599207916915633,0.5316099682706644,0.2826091583647368
110,1.0,0.5403023058681398,0.4431876431310111,0.4403023058681398,0.19386612055280092
111,1.1,0.4535961214255773,0.45086096539375353,0.34359612142557727,0.11805829465870005
112,1.2000000000000002,0.3623577544766734,0.4589353766577974,0.24235775447667338,0.05873728115497549
113,1.3,0.26749882862458735,0.4673302000748378,0.13749882862458734,0.01890592787313364
114,1.4000000000000001,0.16996714290024081,0.47596155734425133,0.0299671429002408,0.0008980296536034527
115,1.5,0.0707372016677029,0.4847432067973495,0.07926279833229709,0.006282591199466398
116,1.6,-0.029199522301288815,0.49358740509562427,0.1891995223012888,0.035796459239035884
117,1.7000000000000002,-0.12884449429552486,0.5024057839331826,0.29884449429552484,0.08930803177074798
118,1.8,-0.2272020946930871,0.5111102329836479,0.4072020946930871,0.16581354592243788
119,1.9000000000000001,-0.3232895668635036,0.5196137802694165,0.5132895668635036,0.2634661794509231
120,2.0,-0.4161468365471424,0.5278314611569078,0.6161468365471424,0.37963692418705103
